,id,ra,dec,flux_g,flux_i,flux_r,flux_u,flux_y,flux_z,host_galaxy,is_pointsource,is_variable,mag_r,redshift,truth_type
428,40970044924,50.1660894,-46.1074694,16.3236,287.282,57.1893,2.0227,1066.76,633.389,-1,1,1,27.0067,0.0,2
429,40062189571,50.3682208,-46.0761193,4190.67,6650.44,5916.9,1752.31,6885.93,6828.69,-1,1,1,21.9698,0.0,2
430,40970003304,50.637483,-46.0878648,36.0658,332.892,107.684,3.7956,682.708,543.778,-1,1,1,26.3196,0.0,2
431,40749453716,50.6705945,-46.1131722,7943.97,53630.2,24800.4,849.638,90938.0,76245.4,-1,1,1,20.4139,0.0,2
432,40970008343,50.6653571,-46.1117264,36.2608,261.265,109.488,4.11978,468.921,387.141,-1,1,1,26.3016,0.0,2
433,40970022113,50.3377029,-46.0769416,3530.44,5956.27,5195.47,1273.42,6329.07,6201.66,-1,1,1,22.1109,0.0,2
434,41021308115,50.7015198,-46.1008221,59.9556,553.521,179.036,6.30866,1135.3,904.233,-1,1,1,25.7676,0.0,2
435,40970002279,50.6981651,-46.0989487,74.0642,426.312,219.058,8.01643,669.417,574.101,-1,1,1,25.5486,0.0,2
436,41021307876,50.735107,-46.1079453,905.478,5488.61,2783.03,101.963,8831.38,7501.74,-1,1,1,22.7887,0.0,2
437,40970020823,50.3543956,-46.076964,1026.79,2391.8,1886.15,228.699,2781.11,2632.27,-1,1,1,23.2111,0.0,2
438,40970003414,50.7325144,-46.1111569,10.8303,68.69,34.4372,1.17474,110.853,94.39,-1,1,1,27.5574,0.0,2
439,40252940711,50.7584156,-46.1128751,17.8334,845.267,79.2645,3.70624,9276.73,3095.41,-1,1,1,26.6523,0.0,2
440,40749455931,50.2419088,-46.0637345,7103.39,53452.1,22454.4,720.997,95606.1,79097.5,-1,1,1,20.5217,0.0,2
441,40970033270,50.3004995,-46.1039479,305.42,1858.82,940.919,34.2799,2996.76,2543.74,-1,1,1,23.9661,0.0,2
442,40970034619,50.2293948,-46.0904941,63.5422,350.807,193.7,6.48184,527.66,458.55,-1,1,1,25.6822,0.0,2
443,41021319515,50.3994899,-46.0752314,864.632,2821.18,2004.64,119.236,3639.22,3295.08,-1,1,1,23.1449,0.0,2
444,40252941362,50.2273327,-46.0872428,9041.38,73533.1,27193.1,979.537,140720.0,114227.0,-1,1,1,20.3139,0.0,2
445,41021307087,50.5609183,-46.062652,42045.9,78914.6,66570.9,14410.2,86577.6,83787.1,-1,1,1,19.3418,0.0,2
446,40970035261,50.2803854,-46.1050177,42.293,457.297,123.0,4.12193,1020.55,793.142,-1,1,1,26.1752,0.0,2
447,40901254856,50.2713131,-46.0894005,3811.19,30971.1,11457.3,413.17,59246.3,48099.0,-1,1,1,21.2523,0.0,2
448,40970035448,50.2850154,-46.1068407,28.9012,267.568,86.4419,3.03426,549.513,437.455,-1,1,1,26.5582,0.0,2
449,40970002252,50.5614957,-46.065744,1639.35,2718.3,2368.28,668.245,2883.4,2835.9,-1,1,1,22.9639,0.0,2
450,40969981351,50.8670716,-46.0683001,168.807,263.676,232.619,72.3392,278.907,275.28,-1,1,1,25.4834,0.0,2
451,40969994337,50.7003358,-46.0725893,207.814,1918.27,620.507,21.8695,3934.17,3133.54,-1,1,1,24.4181,0.0,2
452,40970004976,50.5638141,-46.0757579,1045.48,5735.55,3175.38,107.196,8600.49,7482.51,-1,1,1,22.6455,0.0,2
453,41021309809,50.5471994,-46.0706893,454.52,1062.13,844.992,89.629,1227.28,1158.08,-1,1,1,24.0829,0.0,2
454,40969983281,50.8655195,-46.0742462,9936.01,14452.8,13073.6,4555.99,14919.3,14855.6,-1,1,1,21.109,0.0,2
455,40749450582,50.8569146,-46.0785014,14760200.0,26912100.0,22572800.0,5233820.0,29838900.0,28960200.0,-1,1,1,13.016,0.0,2
456,41021311278,50.5908679,-46.0874164,8.29424,89.2759,24.0593,0.811316,198.82,154.641,-1,1,1,27.9468,0.0,2
457,40969991108,50.7397058,-46.0714002,8270.86,11954.2,10883.4,3870.85,12155.0,12164.0,-1,1,1,21.3081,0.0,2
458,40970027797,50.2747259,-46.0797182,127.655,922.484,386.104,14.4693,1658.0,1368.13,-1,1,1,24.9332,0.0,2
459,40970000051,50.7629758,-46.1070442,1983.49,3637.56,3093.74,632.677,3962.83,3841.25,-1,1,1,22.6738,0.0,2
460,40970002856,50.6028679,-46.0778837,264.127,1675.9,840.048,28.6396,2705.14,2303.21,-1,1,1,24.0892,0.0,2
461,41021302564,50.7698736,-46.0938682,55.2578,243.317,154.467,6.7917,336.445,300.1,-1,1,1,25.9279,0.0,2
462,41021302234,50.7831257,-46.0956648,23785.4,48611.7,39288.2,7598.63,55513.6,53246.7,-1,1,1,19.9143,0.0,2
463,40969998124,50.758151,-46.0995229,2012.59,3349.4,2934.48,764.289,3534.62,3474.78,-1,1,1,22.7312,0.0,2
464,40252940452,50.8053894,-46.0794874,27300.1,477218.0,95270.6,3401.58,1766500.0,1050110.0,-1,1,1,18.9526,0.0,2
465,40969994501,50.7625346,-46.0881272,293.643,1201.07,785.025,36.8175,1624.74,1457.8,-1,1,1,24.1628,0.0,2
466,40969995651,50.7547644,-46.0903718,4088.27,9068.56,7291.13,972.091,10435.4,9875.66,-1,1,1,21.743,0.0,2
467,41021300153,50.7617786,-46.0816693,5067.7,7220.44,6609.13,2465.36,7279.69,7313.28,-1,1,1,21.8496,0.0,2
468,40555735060,50.5471541,-46.0777724,2.68679,192.778,26.8697,0.217461,2346.93,812.867,-1,1,1,27.8268,0.0,2
469,40969994654,50.7894585,-46.095202,66.2289,309.959,191.544,8.54565,438.225,388.901,-1,1,1,25.6943,0.0,2
470,40969994994,50.7921725,-46.0970712,7101.19,11611.7,10166.3,2805.0,12293.5,12092.3,-1,1,1,21.3821,0.0,2
471,40749452454,50.7884071,-46.1074515,922194.0,1366430.0,1230310.0,389295.0,1422150.0,1411000.0,-1,1,1,16.175,0.0,2
472,41021302562,50.845606,-46.1120435,60023.8,81826.3,75895.1,30776.9,81562.2,82340.6,-1,1,1,19.1995,0.0,2
473,40969987438,50.823099,-46.0786708,178.423,245.78,227.742,87.6643,245.025,247.064,-1,1,1,25.5064,0.0,2
474,40252940402,50.8229975,-46.0761791,115928.0,548953.0,340313.0,12985.5,773566.0,685132.0,-1,1,1,17.5703,0.0,2
475,40969986904,50.8150774,-46.0746389,873.416,2367.35,1783.8,158.492,2856.48,2661.48,-1,1,1,23.2716,0.0,2
476,40969992194,50.7290059,-46.0721462,32652.2,46335.7,42388.8,15654.5,46946.1,47062.8,-1,1,1,19.8319,0.0,2
477,41021305011,50.6949182,-46.0861303,13.5581,109.847,40.6881,1.47337,209.835,170.444,-1,1,1,27.3763,0.0,2
478,40901249672,50.6788773,-46.0795417,393.545,6897.07,1375.43,48.9328,25561.1,15188.1,-1,1,1,23.5539,0.0,2
479,40969984703,50.8482788,-46.0752558,2541.65,4185.04,3655.94,999.581,4439.41,4363.44,-1,1,1,22.4925,0.0,2
480,40969990983,50.8159609,-46.0893093,14351.8,23825.9,20756.9,5614.73,25338.0,24880.4,-1,1,1,20.6071,0.0,2
481,40749451989,50.7486111,-46.0874075,513.763,4734.68,1532.6,54.1366,9702.97,7730.56,-1,1,1,23.4364,0.0,2
482,41021302197,50.7461049,-46.0866054,52.2611,422.759,156.697,5.68632,806.982,655.676,-1,1,1,25.9124,0.0,2
483,41021303948,50.6371892,-46.0677284,14908.4,22056.6,19915.3,7164.68,22522.2,22530.4,-1,1,1,20.652,0.0,2
484,41021305033,50.6011987,-46.0635468,250.231,497.419,412.112,79.2905,557.698,534.696,-1,1,1,24.8625,0.0,2
485,40969984713,50.8073469,-46.0655047,27.1897,475.139,94.868,3.3887,1758.54,1045.44,-1,1,1,26.4572,0.0,2
486,41021296240,50.8136008,-46.0773777,726.298,1322.21,1118.41,253.041,1447.42,1404.64,-1,1,1,23.7785,0.0,2
487,41021298177,50.834414,-46.0907712,8248.52,14145.0,12288.6,2797.75,15121.6,14771.8,-1,1,1,21.1762,0.0,2
488,40969994445,50.6787081,-46.0677161,842.481,1891.77,1515.14,197.095,2185.54,2064.85,-1,1,1,23.4489,0.0,2
489,40749456438,50.2667417,-46.0823837,1991.67,18439.3,5957.04,209.098,37869.6,30147.1,-1,1,1,21.9624,0.0,2
490,40969990560,50.8245245,-46.0894932,10995.2,18199.0,15866.3,4637.21,19252.8,18966.2,-1,1,1,20.8988,0.0,2
491,40969990593,50.8215505,-46.089329,1680740.0,3648170.0,2907030.0,467581.0,4211660.0,4022800.0,-1,1,1,15.2414,0.0,2
492,40901248726,50.8307517,-46.0959817,9546.87,41802.4,26737.0,1088.76,57550.1,51284.8,-1,1,1,20.3322,0.0,2
493,40969991746,50.8181969,-46.0922666,843440.0,1122780.0,1051160.0,428105.0,1109940.0,1122940.0,-1,1,1,16.3458,0.0,2
494,40749453634,50.5331462,-46.0772923,6892160.0,12836600.0,10725000.0,2268990.0,14304200.0,13874600.0,-1,1,1,13.824,0.0,2
495,40901251420,50.5512698,-46.0859941,72859.9,225995.0,163541.0,10740.5,282750.0,259464.0,-1,1,1,18.3659,0.0,2
496,40970011977,50.5561579,-46.0970511,373.343,1760.78,1086.72,45.6787,2488.78,2206.82,-1,1,1,23.8097,0.0,2
497,40749450607,50.7913478,-46.0634623,85207.6,165944.0,139070.0,22596.8,183718.0,176740.0,-1,1,1,18.5419,0.0,2
498,40970015603,50.5739551,-46.113747,11.2778,121.36,32.7091,1.10337,270.242,210.2,-1,1,1,27.6133,0.0,2
499,40969992186,50.8389194,-46.0985262,346.878,1974.0,1067.88,40.6626,3043.39,2621.08,-1,1,1,23.8287,0.0,2
500,41021297851,50.8382984,-46.0903741,34.6572,318.789,103.274,3.65743,652.732,520.218,-1,1,1,26.365,0.0,2
501,41021311226,50.5616965,-46.0801834,47.7868,76.4274,67.1491,19.9496,80.7187,79.5975,-1,1,1,26.8324,0.0,2
502,40969994408,50.8644692,-46.1122932,24.9102,157.759,79.1404,2.70514,254.416,216.688,-1,1,1,26.654,0.0,2
503,41021305977,50.7899667,-46.1130981,25.7461,208.029,77.1443,2.80391,396.88,322.532,-1,1,1,26.6817,0.0,2
504,40970005240,50.5708227,-46.0783358,2114.08,3033.19,2767.93,955.733,3090.58,3088.05,-1,1,1,22.7946,0.0,2
505,40970000305,50.6399816,-46.0784735,59.3637,360.426,182.63,6.67589,580.398,492.87,-1,1,1,25.7461,0.0,2
506,40969994938,50.7905817,-46.0964626,41.1835,296.012,124.178,4.68822,530.667,438.308,-1,1,1,26.1649,0.0,2
507,40969995783,50.8006386,-46.1018124,11.1888,70.8818,35.5534,1.21476,114.327,97.3675,-1,1,1,27.5228,0.0,2
508,40969994678,50.6830315,-46.0696475,3078.43,8335.31,6332.79,500.367,10150.4,9358.25,-1,1,1,21.896,0.0,2
509,40969994284,50.7945116,-46.0951009,46.4806,334.063,140.144,5.29151,598.863,494.641,-1,1,1,26.0336,0.0,2
510,40970000225,50.7816969,-46.1121547,229.756,1856.73,688.493,25.0186,3542.57,2878.85,-1,1,1,24.3053,0.0,2
511,41021299553,50.7593861,-46.0781998,17.7478,190.961,51.4708,1.73654,425.205,330.741,-1,1,1,27.1211,0.0,2
512,40969992725,50.7502943,-46.0789971,35.5521,239.651,110.894,3.8071,406.07,340.554,-1,1,1,26.2877,0.0,2
513,40249380660,50.392128,-46.0695275,145741.0,982574.0,454636.0,15604.6,1665020.0,1396340.0,-1,1,1,17.2558,0.0,2
514,106673493,50.5358918,-46.0755833,76.9176,65.4077,73.7994,67.6497,51.3565,57.7014,-1,1,0,26.7299,0.0,2
515,40749455689,50.2801164,-46.0681601,101006.0,511570.0,307410.0,11765.2,739694.0,650660.0,-1,1,1,17.6807,0.0,2
516,40749456191,50.2573692,-46.0737881,678120.0,943496.0,868465.0,302237.0,962094.0,961021.0,-1,1,1,16.5531,0.0,2
517,41021319805,50.3773579,-46.0709078,28.2712,495.14,98.769,3.51709,1834.46,1090.14,-1,1,1,26.4134,0.0,2
518,40970031520,50.1962958,-46.0722076,8778.75,11439.5,10813.1,4329.52,11221.8,11366.9,-1,1,1,21.3151,0.0,2
519,40749454661,50.4016995,-46.0699343,1516.09,13969.0,4522.1,159.779,28624.6,22806.6,-1,1,1,22.2616,0.0,2
520,41021319301,50.3966427,-46.0737303,15.054,162.023,43.6655,1.47262,360.818,280.645,-1,1,1,27.2997,0.0,2
521,40970034976,50.1859375,-46.08065,212010.0,313197.0,281896.0,106919.0,321147.0,321211.0,-1,1,1,17.7748,0.0,2
522,40970013851,50.4064907,-46.0672124,82.2921,758.054,245.424,8.67433,1553.2,1237.56,-1,1,1,25.4252,0.0,2
523,40555735153,50.5004869,-46.0687073,1687.97,15531.9,5030.93,178.086,31807.2,25348.4,-1,1,1,22.1459,0.0,2
524,40970011415,50.4541822,-46.0703131,7.60155,132.897,26.5297,0.947044,491.972,292.449,-1,1,1,27.8407,0.0,2
525,40901251886,50.4424111,-46.0689395,7469120.0,10419000.0,9601670.0,3269180.0,10597800.0,10589600.0,-1,1,1,13.9441,0.0,2
526,40749455700,50.3265679,-46.0798451,433.765,4010.36,1296.36,45.5894,8230.96,6554.05,-1,1,1,23.6182,0.0,2
527,85164698,50.183408,-46.1089599,16.3643,30.4385,25.3915,7.19393,33.141,32.5356,-1,1,0,27.8883,0.0,2
528,40249380317,50.4841751,-46.0736933,1964.62,21115.8,5694.09,192.396,46994.2,36560.9,-1,1,1,22.0114,0.0,2
529,40970031033,50.2306648,-46.0792089,14530.8,38864.0,29698.4,2328.61,46644.0,43274.1,-1,1,1,20.2182,0.0,2
530,40249380730,50.3737284,-46.0684383,4028.53,43393.7,11690.6,393.823,96672.2,75180.9,-1,1,1,21.2304,0.0,2
531,40749459209,50.128259,-46.1137325,60.0629,1056.69,210.387,7.44466,3923.19,2329.53,-1,1,1,25.5925,0.0,2
532,40970032110,50.2299252,-46.0824465,110.423,400.455,273.698,14.8406,524.061,474.932,-1,1,1,25.3068,0.0,2
533,40970005952,50.5171342,-46.0676161,27.6424,135.124,82.2533,3.33365,193.168,170.629,-1,1,1,26.6121,0.0,2
534,40970040262,50.1386558,-46.0862206,13.6968,241.099,47.9917,1.69694,895.353,531.596,-1,1,1,27.1971,0.0,2
535,41021343287,50.1165422,-46.1048354,34.6352,609.418,121.328,4.29251,2262.72,1343.54,-1,1,1,26.1901,0.0,2
536,40970031975,50.2133973,-46.0779019,254.487,1623.31,811.86,27.4761,2626.96,2234.54,-1,1,1,24.1263,0.0,2
537,40970037606,50.1545603,-46.0813285,92.3301,751.102,277.734,10.001,1437.54,1166.85,-1,1,1,25.2909,0.0,2
538,40970032476,50.1498335,-46.0640859,51.3346,371.47,155.388,5.81233,668.083,551.148,-1,1,1,25.9215,0.0,2
539,40749457459,50.1606721,-46.0808266,46.7488,506.005,136.04,4.55237,1129.8,877.885,-1,1,1,26.0658,0.0,2
540,40970036835,50.1720533,-46.0834961,33.6464,228.087,105.291,3.58658,387.523,324.674,-1,1,1,26.344,0.0,2
541,40970036751,50.1801533,-46.0852455,55.5636,376.658,173.876,5.92294,639.944,536.157,-1,1,1,25.7994,0.0,2
542,40970041822,50.1281416,-46.0884115,14.4768,98.1321,45.3014,1.54324,166.724,139.685,-1,1,1,27.2597,0.0,2
543,40970036194,50.1766305,-46.0826308,88.5066,640.402,267.894,10.0218,1151.71,950.138,-1,1,1,25.3301,0.0,2
544,40970016928,50.3933371,-46.0742212,85.4725,288.342,203.455,10.9568,369.57,335.724,-1,1,1,25.6288,0.0,2
545,41021317672,50.4016946,-46.0678702,1429.97,2174.42,1943.99,634.335,2254.51,2239.29,-1,1,1,23.1783,0.0,2
546,41021308519,50.5271095,-46.0601922,870.046,9350.33,2521.52,85.211,20808.6,16189.1,-1,1,1,22.8958,0.0,2
547,40555738990,50.1658933,-46.0687704,2894.17,23545.3,8706.1,313.476,45065.0,36578.7,-1,1,1,21.5504,0.0,2
548,40970030792,50.1518431,-46.058875,12.2251,88.4669,37.0057,1.38413,159.11,131.26,-1,1,1,27.4793,0.0,2
549,40970022534,50.3353858,-46.077587,8.78568,94.8393,25.5271,0.857397,211.492,164.413,-1,1,1,27.8825,0.0,2
550,40970024277,50.2395351,-46.0595967,10438.1,24346.7,19073.6,2506.79,28491.6,26985.5,-1,1,1,20.6989,0.0,2
551,40970019039,50.3507415,-46.0702111,13.3265,245.224,36.4068,2.01021,990.748,580.167,-1,1,1,27.497,0.0,2
552,40749456618,50.1919359,-46.068454,9694.97,45109.4,28107.6,1114.05,63380.6,56198.5,-1,1,1,20.2779,0.0,2
553,40970016354,50.3491664,-46.0614332,25.747,277.052,68.7466,2.81858,652.132,494.633,-1,1,1,26.8069,0.0,2
554,40901252923,50.3357502,-46.0645969,120.34,2110.74,420.783,14.953,7825.48,4649.14,-1,1,1,24.8399,0.0,2
555,40970022606,50.3027197,-46.0697422,76.8145,292.246,196.825,9.55714,387.446,349.185,-1,1,1,25.6648,0.0,2
556,41021333359,50.1763716,-46.0780806,75.9819,404.42,235.639,9.15166,612.465,528.305,-1,1,1,25.4694,0.0,2
557,40970036844,50.1768582,-46.0847133,532.626,1014.42,851.266,179.762,1119.72,1081.05,-1,1,1,24.0748,0.0,2
558,40970047360,50.1266622,-46.1052331,19.1163,155.477,57.4957,2.071,297.539,241.52,-1,1,1,27.0009,0.0,2
559,40252941027,50.3750966,-46.0725387,36377.9,178906.0,108840.0,4247.85,255900.0,225923.0,-1,1,1,18.808,0.0,2
560,47908587,50.5588284,-46.0854776,15281.2,24133.7,21314.5,8058.04,24894.7,24949.8,-1,1,0,20.5783,0.0,2
561,40749452778,50.6918425,-46.0944582,5060.11,34165.0,15798.3,541.147,57935.1,48573.7,-1,1,1,20.9035,0.0,2
562,40970006010,50.706894,-46.1138894,75.4447,543.021,227.665,8.57889,974.131,804.391,-1,1,1,25.5068,0.0,2
563,40969998983,50.6999704,-46.0883642,98.3809,664.283,307.166,10.5208,1126.48,944.45,-1,1,1,25.1816,0.0,2
564,40970009392,50.6019728,-46.0995954,9.79887,105.513,28.4303,0.958189,235.024,182.787,-1,1,1,27.7655,0.0,2
565,40749453279,50.6061243,-46.0866056,718.772,7739.83,2085.46,70.2842,17240.2,13408.3,-1,1,1,23.102,0.0,2
566,40970002468,50.6206018,-46.0808544,8.19541,143.558,28.6345,1.01941,531.917,316.086,-1,1,1,27.7578,0.0,2
567,40970003074,50.6113779,-46.0806787,11.414,92.3845,34.2342,1.24134,176.396,143.307,-1,1,1,27.5638,0.0,2
568,40062188124,50.6139506,-46.0716752,9.046,83.4167,26.9946,0.952732,170.998,136.223,-1,1,1,27.8218,0.0,2
569,41021307367,50.676904,-46.0918937,73.2283,465.15,233.049,7.9331,751.222,639.481,-1,1,1,25.4814,0.0,2
570,41021310670,50.6706163,-46.1042676,160.021,1153.05,483.196,18.18,2069.56,1708.61,-1,1,1,24.6897,0.0,2
571,40065574330,50.1160136,-46.1062733,3376.6,22884.0,10565.0,360.008,38875.4,32572.0,-1,1,1,21.3403,0.0,2
572,40969981519,50.8355594,-46.0612404,15936.4,24708.5,21942.2,7020.61,25767.9,25541.7,-1,1,1,20.5468,0.0,2
573,40062188122,50.6412707,-46.0782936,24.1248,173.853,72.8512,2.74056,312.058,257.627,-1,1,1,26.7439,0.0,2
574,40970045092,50.1077571,-46.0934819,14.4571,156.459,42.0669,1.40799,349.314,271.434,-1,1,1,27.3401,0.0,2
575,40969997027,50.6515723,-46.0703617,8.1515,51.7829,25.9433,0.883025,83.633,71.192,-1,1,1,27.8649,0.0,2
576,40970003956,50.6780139,-46.1002053,38.1792,309.317,114.575,4.14906,590.864,479.949,-1,1,1,26.2523,0.0,2
577,40969986511,50.8343784,-46.0779169,165.282,394.498,307.886,37.8393,463.686,436.828,-1,1,1,25.179,0.0,2
578,40969980174,50.8568863,-46.0616592,69443.4,97181.1,89408.6,36847.3,96873.3,98007.6,-1,1,1,19.0216,0.0,2
579,41021315271,50.4530405,-46.0704457,892.6,1277.24,1163.97,466.576,1289.38,1297.83,-1,1,1,23.7351,0.0,2
580,40969998661,50.6324027,-46.0709884,20.7149,191.098,61.8308,2.181,391.813,312.109,-1,1,1,26.922,0.0,2
581,40969984650,50.8295086,-46.0705834,583.634,2631.19,1657.68,69.597,3660.06,3257.38,-1,1,1,23.3512,0.0,2
582,40749452363,50.6938309,-46.0829016,46.4364,978.146,157.899,13.1436,5891.56,2726.71,-1,1,1,25.9041,0.0,2
583,41021300280,50.8698808,-46.1081285,2585.93,3723.48,3405.86,1250.96,3741.8,3763.36,-1,1,1,22.5694,0.0,2
584,40969993424,50.8619047,-46.1081529,2459.49,3915.72,3438.1,1056.54,4141.11,4085.52,-1,1,1,22.5592,0.0,2
585,41021305120,50.6927553,-46.0860683,9.95341,60.4338,30.6218,1.11931,97.3185,82.6418,-1,1,1,27.6849,0.0,2
586,40970002439,50.6241578,-46.0815867,21.8853,157.626,66.0673,2.48727,282.857,233.542,-1,1,1,26.85,0.0,2
587,40970012875,50.4337371,-46.0702926,8166.51,11370.4,10448.2,3763.57,11606.4,11598.5,-1,1,1,21.3524,0.0,2
588,40970022662,50.3150202,-46.072966,58.6159,475.736,176.085,6.36091,909.525,738.56,-1,1,1,25.7857,0.0,2
589,40970007752,50.4990888,-46.0692857,142.103,899.967,451.468,15.4316,1451.37,1236.14,-1,1,1,24.7634,0.0,2
590,65364642,50.258543,-46.0782421,797.176,576.537,693.488,563.232,417.537,481.311,-1,1,0,24.2974,0.0,2
591,40970027623,50.2069208,-46.062356,40.0112,301.246,126.519,4.05933,538.959,445.852,-1,1,1,26.1446,0.0,2
592,40749456719,50.2268996,-46.0796529,38.8451,683.507,136.077,4.81418,2537.83,1506.88,-1,1,1,26.0655,0.0,2
593,40970032811,50.2251797,-46.0838315,201.285,1153.95,622.315,23.4555,1785.47,1535.69,-1,1,1,24.415,0.0,2
594,40970039590,50.1505782,-46.0869925,56.0294,220.195,145.672,7.44445,295.215,265.824,-1,1,1,25.9916,0.0,2
595,17913281,50.2446681,-46.059051,1566.57,3455.78,2755.26,469.131,3902.68,3780.82,-1,1,0,22.7996,0.0,2
596,40062189426,50.4456665,-46.0742024,115.747,431.606,290.536,16.4558,569.89,516.156,-1,1,1,25.242,0.0,2
597,40555741493,50.1308417,-46.1125673,4455.76,41283.9,13332.9,467.506,84816.9,67511.6,-1,1,1,21.0877,0.0,2
598,40749454054,50.4354338,-46.0638301,38.9393,714.223,106.176,5.88818,2881.52,1688.29,-1,1,1,26.3349,0.0,2
599,40970009818,50.4352167,-46.0604189,112.703,682.453,346.192,12.7018,1097.54,932.47,-1,1,1,25.0517,0.0,2
600,40970036503,50.1543962,-46.0780395,212374.0,350159.0,307544.0,86191.7,367400.0,362478.0,-1,1,1,17.6802,0.0,2
601,40970018175,50.328458,-46.0620382,10.2492,94.6767,30.6157,1.07795,194.239,154.69,-1,1,1,27.6851,0.0,2
602,91891817,50.3559695,-46.0787987,30.3665,23.1848,27.2531,23.0518,17.0394,19.5946,-1,1,0,27.8115,0.0,2
603,40970011792,50.443116,-46.0688374,8.28293,144.787,28.9051,1.03207,535.945,318.598,-1,1,1,27.7476,0.0,2
604,85161942,50.4981857,-46.0908267,16.1509,46.5803,34.1895,3.20973,56.7869,53.4134,-1,1,0,27.5653,0.0,2
605,40749457950,50.1432341,-46.0872158,356161.0,485050.0,450832.0,162339.0,487802.0,489385.0,-1,1,1,17.265,0.0,2
606,40749450450,50.8166663,-46.0651504,4516400.0,7071780.0,6286360.0,1745990.0,7421430.0,7322720.0,-1,1,1,14.404,0.0,2
607,65367389,50.2207618,-46.1015827,1037.75,629.84,808.995,832.829,433.6,509.138,-1,1,0,24.1301,0.0,2
608,85163968,50.2340494,-46.0978881,34.2405,42.4295,40.9076,22.3212,39.7794,41.4418,-1,1,0,27.3705,0.0,2
609,40065573991,50.1566532,-46.076779,3257.69,5372.95,4672.21,1275.4,5751.54,5641.31,-1,1,1,22.2262,0.0,2
610,41021335979,50.1574812,-46.0845164,48032.1,66402.4,61411.7,22675.5,66659.3,66979.5,-1,1,1,19.4294,0.0,2
611,40970009930,50.4871559,-46.0738183,6532.89,20278.7,14541.8,1091.1,25423.9,23422.4,-1,1,1,20.9935,0.0,2
612,40970005256,50.4992258,-46.0609525,3294.19,5167.3,4586.85,1387.73,5387.02,5332.95,-1,1,1,22.2462,0.0,2
613,40901251839,50.4370172,-46.0666807,42.2977,739.448,147.616,5.26991,2737.29,1627.18,-1,1,1,25.9772,0.0,2
614,85161836,50.456108,-46.0769069,50.7774,93.7836,78.8802,20.7431,100.646,99.4439,-1,1,0,26.6576,0.0,2
615,40749455196,50.3997435,-46.083076,948747.0,1325200.0,1220590.0,414884.0,1348780.0,1347430.0,-1,1,1,16.1836,0.0,2
616,41021301132,50.7447926,-46.0816445,14.6654,157.866,42.5423,1.43443,351.585,273.455,-1,1,1,27.3279,0.0,2
617,40969991399,50.7510221,-46.0750151,118.435,958.044,355.105,12.8867,1828.74,1485.86,-1,1,1,25.0241,0.0,2
618,40970023634,50.3698434,-46.0897808,66.6375,330.789,198.716,8.33629,483.71,423.065,-1,1,1,25.6544,0.0,2
619,41021324635,50.3944766,-46.0952005,116.695,489.951,315.884,15.237,669.273,599.701,-1,1,1,25.1512,0.0,2
620,40970019561,50.4267418,-46.0904782,2179.65,3516.74,3079.82,943.467,3714.42,3664.98,-1,1,1,22.6787,0.0,2
621,40970026754,50.4025628,-46.1080015,115.82,319.434,239.368,20.5402,387.336,360.17,-1,1,1,25.4523,0.0,2
622,40970029049,50.3193717,-46.0946631,1042.74,1541.03,1396.09,483.695,1568.2,1568.59,-1,1,1,23.5377,0.0,2
623,40970028337,50.3172261,-46.0918963,19647.9,29136.6,26225.0,8990.12,30059.7,29931.6,-1,1,1,20.3532,0.0,2
624,40970030132,50.3302888,-46.1009775,33268.6,61255.5,51968.9,11081.9,66820.3,64779.1,-1,1,1,19.6106,0.0,2
625,41021314237,50.5293077,-46.0848598,521.348,1390.65,1061.56,86.7659,1684.59,1556.62,-1,1,1,23.8351,0.0,2
626,41021301675,50.7322619,-46.0810058,18.8261,152.36,56.4616,2.04765,290.893,236.333,-1,1,1,27.0206,0.0,2
627,40970027939,50.3886365,-46.1082499,3591.34,5451.96,4861.67,1656.82,5671.81,5633.39,-1,1,1,22.183,0.0,2
628,40970006448,50.7067351,-46.1152993,472.64,1722.61,1176.18,62.7891,2254.93,2043.0,-1,1,1,23.7238,0.0,2
629,41021326491,50.3909124,-46.1024738,72.4036,362.257,217.768,8.7788,526.551,462.026,-1,1,1,25.555,0.0,2
630,40970015182,50.5259328,-46.1006782,413.756,1104.83,836.239,76.6701,1328.15,1239.43,-1,1,1,24.0942,0.0,2
631,40970016352,50.5048276,-46.0995931,99.0479,285.538,211.144,16.491,350.018,323.968,-1,1,1,25.5886,0.0,2
632,40749451163,50.735461,-46.0639178,45278.1,249015.0,137718.0,4633.19,373851.0,325110.0,-1,1,1,18.5525,0.0,2
633,40749451532,50.7374258,-46.0732664,1097.65,10120.2,3275.24,115.621,20744.1,16525.9,-1,1,1,22.6119,0.0,2
634,40970028471,50.3879338,-46.1097371,1456510.0,1988890.0,1848590.0,715363.0,1978280.0,1995910.0,-1,1,1,15.7329,0.0,2
635,41021314386,50.518791,-46.0829142,14018.0,19696.6,18070.3,6828.14,19906.5,19978.4,-1,1,1,20.7576,0.0,2
636,40969983109,50.8519296,-46.0703724,11.0987,74.6797,34.583,1.19024,126.429,106.065,-1,1,1,27.5528,0.0,2
637,40970017006,50.4156796,-46.0799665,383244.0,839555.0,665543.0,109384.0,973508.0,929282.0,-1,1,1,16.8421,0.0,2
