ug,gr,gi,gz,petroRad_i,petroR50_i,deVAB_i,fracDev_i
2.060678,1.78809,2.389893,2.859396,2.673966,1.463468,0.7656419,0.333208
1.013288,1.488813,2.35401,2.895988,4.734478,2.014937,0.3301485,0.9717747
0.4662437,1.588064,2.343739,2.93955,5.71322,2.266624,0.935514,0.3518439
1.38125,2.162144,3.087553,3.441599,2.439224,1.161799,0.3156844,0.1104264
4.72122,1.870049,2.590588,2.990288,2.917117,1.422459,0.4727091,1.0
4.326553,1.72723,2.554853,2.955366,2.368062,1.237645,0.5888689,0.6132703
1.882114,1.745478,2.335466,2.699141,3.995985,1.837841,0.4564433,1.0
1.156775,1.515604,2.444073,3.008825,3.574878,1.567813,0.8182632,1.0
2.123678,1.596542,2.552038,3.05472,3.443498,1.627485,0.584223,1.0
2.81016,1.781981,2.676283,3.01988,4.09829,2.215339,0.5079033,0.9960024
5.258974,1.746965,2.411663,2.855995,6.079153,2.478714,0.11959,0.5798991
5.049614,1.726488,2.513855,3.00996,4.598561,1.902028,0.9218795,1.0
1.528254,1.833132,2.769468,3.262501,5.45021,1.447318,0.4696012,1.0
0.4515247,0.7804604,1.461668,1.873924,2.769717,1.386676,0.4851377,0.7038532
1.620762,1.197376,1.954172,2.337652,4.767257,1.602545,0.3797525,0.3203991
3.179169,1.803474,2.427473,2.756987,7.140476,2.35012,0.6368485,1.0
1.697283,0.7975006,1.155628,1.376961,3.251743,1.450465,0.4992761,1.0
3.264448,1.727015,2.56847,3.028337,3.971109,1.588512,0.721034,1.0
1.810465,0.8358192,1.219794,1.532905,9.674327,3.468242,0.7345027,1.0
1.598476,0.9280167,1.354567,1.675428,4.788683,2.333125,0.8689233,0.5893759
1.701927,1.883331,2.742893,3.060541,3.641431,1.641156,0.5410259,0.8016408
1.688303,1.901541,2.701946,3.082731,3.806484,1.713776,0.5499873,0.8312276
0.7649364,1.931864,2.99629,3.577997,4.326632,1.760199,0.7775022,1.0
3.607897,2.232256,3.188465,3.731909,5.277501,1.820153,0.8452129,1.0
2.178585,1.052889,1.496889,1.805397,3.274323,1.572312,0.6994219,0.9211444
2.065331,1.027027,1.461544,1.746342,7.04121,3.03553,0.4724179,0.5110309
2.058891,1.704029,2.344149,2.738047,4.814631,2.156829,0.6700572,1.0
2.27318,1.919767,2.502947,2.858814,6.329046,2.429984,0.7020667,0.9223497
3.97179,1.758728,2.629349,3.107121,3.21663,1.432078,0.7296354,1.0
2.539814,1.474262,1.98558,2.362478,6.048592,2.62228,0.6499235,0.923874
2.643629,1.856482,2.638462,2.986639,6.297367,2.448693,0.6717061,1.0
3.537659,1.702845,2.230013,2.557013,7.288926,2.316565,0.9185842,1.0
0.7446938,1.393476,2.367256,2.920168,5.967829,1.631634,0.3244062,1.0
5.03574,1.940752,2.699305,3.192644,5.275335,1.997254,0.6366904,1.0
1.779581,0.9605198,1.342083,1.680622,4.420371,1.695656,0.8763582,1.0
1.349041,0.6427898,1.014423,1.276768,5.797138,2.800555,0.8249143,0.1037415
3.976133,1.680914,2.363132,2.804491,3.167326,1.584155,0.4556975,0.9676353
2.386351,1.771513,2.572002,2.977634,4.58039,1.883593,0.4170052,1.0
3.360575,1.388157,2.135273,2.610014,2.880462,1.440916,0.5999971,0.7878223
1.874126,1.777054,2.418468,2.86754,4.139118,1.85506,0.8379288,1.0
1.899223,0.8904028,1.29566,1.592933,10.41749,4.370033,0.5526847,1.0
1.739267,0.8742352,1.346788,1.685499,11.92516,4.643991,0.292027,0.8555375
1.781807,1.679222,2.264769,2.622896,2.795725,1.340709,0.7370856,0.799413
1.114464,1.664467,2.431458,2.882418,2.755411,1.512176,0.2417516,0.4783921
2.221313,1.627974,2.230101,2.62521,3.463863,1.592761,0.7957519,1.0
2.386518,1.171799,1.658482,2.013721,5.356311,2.314017,0.8331848,1.0
2.450186,1.598299,2.203804,2.557526,4.412786,1.97678,0.593248,1.0
0.9271946,0.3444672,0.6225681,0.693325,4.709212,2.162538,0.3438105,0.06069099
0.6320496,1.683126,2.360302,2.691074,4.311454,1.915857,0.7948081,1.0
2.571346,1.882944,2.42268,2.738834,4.305328,1.518721,0.9487467,1.0
0.3603802,1.374439,2.418861,2.768887,3.689466,1.857017,0.9997669,1.0
1.488058,1.796434,2.483028,2.877708,2.937552,1.269141,0.8853188,1.0
1.885429,0.9723873,1.383059,1.717037,4.732137,1.893807,0.7337241,1.0
1.779861,0.8473482,1.2161,1.513497,5.523014,2.44921,0.50093,0.9889001
3.474449,1.667879,2.433613,2.892895,2.690175,1.190559,0.9995663,1.0
1.136726,0.4568291,0.7735653,0.934967,5.531158,2.63053,0.7348416,0.0
1.880602,0.9556732,1.343816,1.677834,4.421543,1.99326,0.7046266,1.0
0.9696751,0.4987431,0.7833004,0.9581985,7.430736,3.335799,0.481254,0.0
2.085169,1.008362,1.437538,1.74276,3.112895,1.395471,0.6785573,1.0
1.466858,0.638649,0.9913549,1.228628,4.603956,1.986919,0.6901216,0.8944061
1.239002,0.7155838,1.077555,1.335735,5.435911,2.492839,0.9222367,0.4269405
1.225616,0.7480831,1.110603,1.311745,6.915953,3.415746,0.8051121,0.0
0.9761467,1.443018,2.322851,2.750191,7.01755,2.026176,0.9098104,1.0
0.4960308,1.737261,2.567083,3.089933,2.488706,1.252217,0.6896523,1.0
2.022285,1.126692,1.565458,1.871519,3.628195,1.595009,0.826454,0.9465333
1.995691,1.051929,1.487801,1.838467,6.067267,2.385085,0.8059734,1.0
1.685378,0.7334709,1.077486,1.283538,18.38335,8.382783,0.6898783,0.8132103
1.277521,0.2775726,0.4499435,0.7558126,15.35435,6.85085,0.6247777,0.679801
1.713781,0.9508095,1.324717,1.558525,2.448382,1.123686,0.9383265,1.0
1.816132,0.8764582,1.320276,1.647059,8.198918,3.896879,0.5050502,0.9726537
1.868692,0.8490047,1.220919,1.518844,3.215097,1.440496,0.674799,1.0
1.827057,0.8778954,1.275805,1.576776,7.00558,2.706467,0.7902668,1.0
1.432838,0.6198502,0.9541454,1.258003,4.56068,2.268455,0.6101121,0.0
1.178572,0.3970299,0.6633396,0.7763424,6.55358,3.084956,0.4887359,0.0
1.701799,0.8165894,1.199009,1.467718,4.30865,1.93092,0.7113001,0.6745578
2.218603,1.743435,2.265896,2.706608,3.052067,1.440092,0.7673604,1.0
1.551315,0.8275757,1.188835,1.490398,5.635279,2.606304,0.6478105,0.6366201
1.649942,0.7915316,1.152957,1.421421,13.50441,6.046996,0.8639985,0.362695
1.025681,0.6087646,0.9062557,1.110023,5.478446,2.588956,0.8539206,0.2303805
1.792749,1.30789,1.74276,2.025633,3.201257,1.427912,0.9345945,1.0
1.433771,0.807785,1.491766,2.083752,4.227138,2.06613,0.9385394,0.006635835
3.667187,1.654942,2.249514,2.673925,4.714782,1.844404,0.5883959,1.0
1.950333,1.067783,1.486517,1.818275,3.788797,1.643533,0.8961849,1.0
2.427282,1.588772,2.263596,2.903093,5.037517,2.285477,0.5983117,0.9895947
1.191463,0.5117264,0.7944622,0.9908199,7.943537,3.578057,0.2426638,0.1728979
1.787777,1.382795,1.862423,2.167267,3.936854,1.742916,0.938413,1.0
1.968334,1.504747,2.193708,2.635361,4.398031,2.091387,0.5101845,0.4642562
1.330997,0.5865183,0.8982744,1.157166,5.40144,2.390222,0.4500038,0.6416758
1.353527,0.9279461,1.333147,1.544708,4.002315,1.373122,0.8468992,1.0
1.719639,1.082266,1.56777,1.919703,3.426098,1.537927,0.6958944,1.0
1.910084,1.103497,1.558565,1.905228,3.952929,1.871929,0.8902427,0.9883701
1.513493,1.002434,1.463175,1.789145,4.866333,2.1803,0.5343909,0.5888316
2.816618,1.533117,2.384159,2.952448,2.535325,1.091575,0.5252626,1.0
1.680023,0.7833328,1.199621,1.460091,4.411567,1.833414,0.7264943,1.0
2.007864,0.899826,1.315704,1.626493,4.429847,1.830889,0.8670208,1.0
2.76022,1.667772,2.247271,2.632614,2.426975,1.169741,0.6680213,0.7678778
1.362381,0.7065125,1.07494,1.265926,7.296243,3.653996,0.8152841,0.2438474
4.567341,1.832102,2.663036,2.989304,3.770256,1.490491,0.6864629,1.0
1.233622,0.546916,0.9115925,1.095571,7.264066,3.338997,0.9376619,0.6248609
4.510143,1.622009,2.509125,2.923998,3.748856,2.110841,0.6498788,0.8184465
1.945913,1.77227,2.371384,2.77429,3.591709,1.568715,0.7398745,0.8934269
1.78274,1.306568,1.722673,2.089178,2.667744,1.22674,0.3726871,0.6834765
2.094206,1.130981,1.590307,1.910221,5.252443,2.14653,0.7419968,1.0
1.780922,0.8042068,1.177448,1.434449,3.291291,1.56382,0.644863,1.0
1.539457,1.027018,1.450377,1.735447,4.297708,1.691213,0.720465,1.0
2.137238,1.175949,1.645561,1.960024,3.233099,1.403475,0.7712383,1.0
1.602711,1.094532,1.592615,1.920834,4.222106,1.932161,0.842149,0.7735868
1.726143,1.720675,2.335854,2.782606,2.475733,1.251958,0.6162643,0.9167483
1.688799,1.176783,1.633638,1.946678,2.965334,1.352924,0.7034562,0.6850748
2.039959,1.182838,1.629576,1.956144,5.878337,2.370175,0.9621317,1.0
1.865615,0.8217831,1.197585,1.484587,8.150725,3.60788,0.4564947,0.8327497
3.464025,1.738987,2.436153,2.840906,3.306682,1.449759,0.8646157,0.7103879
1.58231,1.029476,1.439661,1.661768,3.189876,1.478747,0.7489023,0.8841616
2.431707,1.460835,1.993967,2.231388,6.244082,2.529437,0.7119713,1.0
1.926346,0.8399115,1.264129,1.578456,4.520257,1.959631,0.5113025,0.9732565
4.93012,1.511452,2.220266,2.638533,2.894081,1.236068,0.7292768,1.0
1.356607,0.7574978,1.191057,1.459707,2.575633,1.198907,0.9682999,0.9579526
1.134039,0.5949268,0.9594727,1.102341,3.607398,1.705991,0.7997451,0.0
0.5104561,1.516008,2.325661,2.917625,3.398524,1.376358,0.634385,0.6770583
0.6128998,1.891975,2.688782,3.061178,3.483598,1.525575,0.6634446,1.0
2.222971,1.36516,1.882191,2.21818,5.472025,2.125197,0.9317955,1.0
1.876486,1.146507,1.607975,1.928648,4.980724,2.128814,0.9482558,1.0
2.055853,1.475651,1.981678,2.308844,4.331003,1.94398,0.8223763,1.0
3.232172,1.409777,1.931087,2.224688,3.752763,1.660562,0.6889257,1.0
1.882263,1.709621,2.438606,2.842972,4.104763,1.754601,0.7081276,1.0
1.233101,0.4711399,0.7896156,0.9184208,5.795626,2.566863,0.5892884,0.6303564
1.11504,0.5175152,0.9129276,1.098974,5.041283,2.363254,0.3721842,0.131177
4.113441,1.464127,2.077263,2.385077,5.927196,2.480928,0.4277159,0.6333252
0.9908504,0.3206558,0.5852394,0.6681137,3.562609,1.629846,0.4931419,0.5632747
2.296127,0.8049831,1.22463,1.518064,5.422619,2.259169,0.3676801,0.7454972
1.304441,0.5151081,0.8361988,1.022234,6.150355,2.932622,0.7430121,0.1328678
2.389885,1.888445,2.865379,3.288284,5.154228,1.83508,0.6894271,1.0
1.840248,0.8157558,1.213202,1.505626,4.108017,1.685376,0.4971422,1.0
4.779509,1.751648,2.290268,2.635675,4.406729,1.80163,0.7878064,1.0
1.275726,0.6838665,1.03623,1.272033,6.172801,2.707731,0.7272599,0.5641786
1.091047,0.3475914,0.6078205,0.7666168,7.43489,3.544183,0.5606438,0.0
1.646654,0.8446388,1.305544,1.653612,5.247945,2.254323,0.2743723,0.6889111
2.664991,1.728838,2.322578,2.63916,3.422308,1.490926,0.8233969,1.0
1.692995,1.67754,2.294876,2.618423,2.403118,1.135635,0.899996,0.7757001
1.883886,1.78734,2.59375,2.99371,2.891042,1.262906,0.8269643,1.0
1.220644,1.781986,2.475883,2.800329,3.352773,1.471738,0.6684643,0.9835356
2.577415,1.958076,2.74449,3.221989,5.066903,2.359046,0.6596568,0.7585771
1.869862,0.9501495,1.387506,1.704775,5.344994,2.391452,0.5983806,0.7138171
1.446888,0.8143005,1.205906,1.495546,6.243618,3.010255,0.8438413,0.2502682
1.674021,0.9286766,1.352127,1.678679,3.62588,1.707783,0.4389808,0.2551127
1.739103,0.8014355,1.191425,1.448116,2.759747,1.300521,0.7064047,1.0
2.122133,1.104443,1.619062,2.018656,3.327005,1.47579,0.2703536,1.0
1.969168,1.002876,1.425517,1.745651,9.00628,3.725922,0.8499045,1.0
1.899773,1.008879,1.42318,1.728022,3.437158,1.507732,0.9106605,1.0
1.329826,0.7850933,1.239634,1.388372,4.923822,2.264455,0.6509699,1.0
1.818521,1.037258,1.436512,1.738316,3.319955,1.465342,0.2670303,0.9938464
1.651787,0.8513947,1.221973,1.483232,3.199356,1.392633,0.5328463,1.0
1.963751,1.265978,1.716137,2.032827,6.616063,2.506496,0.7858193,1.0
1.383268,0.9725933,1.414476,1.759857,4.784589,2.260554,0.4362071,0.1192062
1.126284,0.5335979,0.8422279,0.9666061,4.322849,2.058692,0.5295461,0.2571664
1.274208,0.7262516,1.114813,1.318087,4.583352,2.242474,0.9496642,0.7795689
1.927025,0.969841,1.444805,1.790081,7.871495,2.925103,0.1931171,0.919423
2.329649,1.771496,2.592613,3.024715,2.810862,1.389031,0.5526082,0.9138106
2.390123,0.783783,1.142344,1.425104,5.725574,2.578439,0.553525,0.4139182
2.031496,0.9824772,1.398924,1.735456,5.222553,1.925974,0.6781029,1.0
1.501472,0.7488728,1.163996,1.43362,5.727764,2.597586,0.3516877,0.2567172
2.368217,1.184687,1.644314,1.978113,4.89323,2.130788,0.9457752,1.0
1.9564,1.033611,1.452414,1.765795,3.762452,1.544314,0.8127927,1.0
2.500645,0.8906288,1.387335,1.685394,4.207373,1.891247,0.2977355,0.713966
1.076605,0.2982616,0.5727844,0.6202602,5.481847,2.638799,0.7768464,0.111788
3.072021,1.43531,1.979309,2.317001,3.919278,1.702524,0.5299727,0.8924514
1.029293,0.5649033,0.9541073,1.096605,3.553511,1.761711,0.699595,0.0
1.010267,0.3744621,0.5792313,0.7568893,6.438514,3.004786,0.665504,0.1174369
1.578653,0.9056835,1.313105,1.632759,3.669578,1.704346,0.4025033,0.5137694
1.764624,0.9136543,1.326433,1.665316,3.341472,1.487008,0.7044035,0.6672978
1.85021,0.9214211,1.309006,1.611309,2.810314,1.339225,0.6260439,0.8266561
1.765179,0.8804836,1.254234,1.579166,3.076038,1.420409,0.7762873,1.0
1.496298,0.8377399,1.256832,1.552912,4.677835,1.944232,0.7254346,0.9179498
2.462482,1.678123,2.415133,2.861603,5.669167,1.883804,0.8527874,1.0
1.908371,1.936449,2.897383,3.356552,4.319646,1.727996,0.464292,1.0
4.352283,1.736919,2.393906,2.711878,5.059581,2.385665,0.6460577,1.0
1.757941,0.7849951,1.174314,1.500458,10.21243,4.601383,0.687896,0.8200843
5.099228,1.698206,2.38093,2.774897,4.495358,1.611531,0.6639098,1.0
2.131779,0.9974499,1.407478,1.769114,6.668679,2.323234,0.6742176,1.0
1.056377,1.638157,2.503843,2.991867,5.265808,1.893377,0.7217652,0.9799948
1.969419,0.9612293,1.377302,1.747363,3.894629,1.691238,0.4141325,1.0
1.473614,0.7992096,1.259155,1.480158,4.574521,1.985268,0.5811992,0.7155374
1.088314,0.3906746,0.623476,0.7919426,9.066168,4.090266,0.8194013,0.0
2.026556,1.511606,2.03874,2.387924,6.113719,2.471631,0.8332411,1.0
3.227377,1.863247,2.489746,2.85767,2.803262,1.426488,0.766197,1.0
2.178535,1.864557,2.987619,3.444443,2.858494,1.632873,0.4764121,1.0
3.193478,1.474817,2.125731,2.539677,3.22587,1.502164,0.5271353,0.3105111
1.320765,0.588623,0.9167728,1.151407,3.202901,1.992906,0.3861158,0.371603
1.893421,0.929924,1.386734,1.71007,3.538175,1.521471,0.4536487,1.0
3.317562,1.63253,2.256241,2.522732,9.364987,2.781896,0.9054719,1.0
1.809801,1.22646,1.676546,2.04026,4.173771,2.000178,0.8749223,0.9935966
1.048954,0.4111996,0.6278839,0.6067276,5.592187,2.597445,0.6089696,0.1330073
1.228998,0.5688648,0.9830818,1.110298,2.5504,1.178651,0.8013581,0.9761422
2.320486,1.929295,2.533377,2.766363,3.166843,1.427134,0.6312342,0.7234772
1.368103,0.7030373,1.110056,1.386203,4.645157,2.190336,0.4075334,0.4962724
1.693634,1.78854,2.614849,3.012119,3.623132,1.355119,0.676417,0.967348
1.93606,1.68737,2.331581,2.718765,5.280863,2.150332,0.6311667,0.9001265
1.940664,1.123789,1.555372,1.907066,4.66043,2.01691,0.9230858,0.8359713
1.305561,0.5655479,0.8746204,1.101318,6.852026,3.376307,0.7499765,0.01129739
1.722338,1.441099,1.92749,2.300419,4.350684,1.939232,0.8201127,1.0
1.613716,1.406641,1.960375,2.322489,4.104399,1.763654,0.6721033,1.0
0.2486973,1.079836,1.855762,2.165255,2.988939,1.593885,0.8925976,0.4046813
2.642731,1.442204,2.180225,2.686497,2.905326,1.212096,0.7061773,1.0
2.047358,1.662933,2.418316,2.891838,3.268237,1.550151,0.6980543,1.0
1.392759,0.6311932,0.9536419,1.184517,5.313328,2.518867,0.9261956,0.2235238
1.900103,1.00094,1.423214,1.778549,4.56609,2.039974,0.8761765,1.0
3.195328,1.695829,2.676615,3.181953,2.802608,1.283008,0.6315283,0.2397553
2.034343,0.8764315,1.269351,1.563882,14.22007,5.960956,0.8521382,1.0
1.831829,0.8610153,1.262646,1.610866,4.003987,1.68393,0.8234165,1.0
1.617001,0.6839619,1.063253,1.303507,5.285952,2.389138,0.5926647,0.354721
1.461531,0.7298813,1.184891,1.486301,2.939862,1.361074,0.3581192,0.4772303
1.981524,1.455717,1.982742,2.318569,3.763727,1.629088,0.7096564,1.0
3.664,1.741394,2.327744,2.666613,5.847072,1.975875,0.4946187,1.0
0.9100704,0.5925388,0.9431629,1.118332,6.38116,2.794508,0.5559907,0.5294772
1.969841,0.906765,1.311384,1.61779,5.046967,2.198955,0.7305819,1.0
1.548328,0.8138542,1.251381,1.608898,5.333088,2.531828,0.3543837,0.0
1.930035,0.8841639,1.292284,1.633339,4.472883,1.889757,0.8674362,1.0
1.035017,1.658552,2.355692,2.759045,3.071468,1.380206,0.7399747,0.956884
1.819601,0.8550091,1.296921,1.6326,7.404936,3.181203,0.3303598,0.7233371
1.988157,0.8605251,1.259775,1.572546,3.861495,1.579532,0.3846181,1.0
1.933882,0.8903027,1.295056,1.600349,7.487237,3.267104,0.9311409,0.9980599
2.024544,0.8866386,1.297281,1.623965,3.481004,1.521275,0.7990234,1.0
1.478159,0.6789875,0.9966755,1.211992,8.62672,3.893749,0.6179277,0.08361071
1.441924,0.7872124,1.143947,1.409503,16.32447,7.416655,0.4758953,0.3630166
1.787725,0.8425617,1.184879,1.495695,2.72874,1.174411,0.3040543,1.0
1.64035,0.7746763,1.1354,1.404005,12.31024,5.518504,0.7217976,0.9059405
1.526007,1.760784,2.56142,2.862827,3.531917,1.470197,0.616621,1.0
0.5966129,1.61058,2.605171,3.099876,5.007113,2.03048,0.8469795,1.0
1.722269,0.8403397,1.19149,1.474752,2.365709,1.096865,0.1931648,0.9129918
1.135809,0.3653641,0.624136,0.6129379,5.935651,2.815945,0.488499,0.2076326
1.811172,0.8135166,1.164503,1.408121,2.577851,1.182543,0.8121217,0.9060954
1.899364,0.9612617,1.369328,1.694551,3.547799,1.54365,0.5204384,1.0
0.4933109,1.714968,2.561678,2.931494,3.727428,1.723102,0.5944365,1.0
1.960829,1.000416,1.413542,1.738508,4.964423,2.070237,0.7114308,1.0
1.839043,0.8287878,1.213383,1.488214,7.078783,2.897716,0.5286022,1.0
1.767733,0.7972517,1.193893,1.455066,15.91241,6.355413,0.7004837,0.9571764
1.955091,1.001957,1.511606,1.872165,9.245889,3.837938,0.1622484,0.4940663
-0.2942886,2.48098,3.552649,4.020391,2.969683,2.52986,0.6494825,0.8569454
0.4427586,0.963026,1.462957,1.68265,2.472105,1.038943,0.9648143,1.0
1.251114,0.4520836,0.6970882,0.8572311,5.347935,2.627114,0.6281968,0.0
1.089975,0.4873562,0.7709713,0.9386711,4.422829,2.282094,0.9068398,0.0
2.818802,1.635342,2.253241,2.752531,4.655879,1.987391,0.7218163,1.0
4.010359,1.507357,2.326557,2.702017,2.878821,1.374241,0.6942225,0.991429
4.760113,1.456516,2.396536,2.806725,5.255967,1.803137,0.7435889,1.0
2.728119,1.717115,2.424351,2.822132,2.735965,1.164697,0.7485422,1.0
1.348331,1.673094,2.433725,2.719294,2.833803,1.394217,0.8018713,1.0
1.811675,0.8155937,1.207318,1.523288,8.207351,3.645707,0.7213742,0.8490895
1.105055,0.6778431,1.037151,1.271614,4.51657,2.012841,0.7312048,0.9996595
1.938801,1.566135,2.120066,2.487572,6.765905,2.724027,0.9815571,1.0
1.561455,1.709396,2.486395,3.083448,2.768839,1.451252,0.7525193,1.0
1.814734,1.761148,2.489157,2.911566,2.883246,1.175229,0.8136149,1.0
1.805084,0.8561058,1.245912,1.570211,7.305767,2.504002,0.9049135,1.0
1.897915,1.008343,1.436579,1.793118,6.085554,2.370646,0.8416628,1.0
1.600628,0.7400208,1.052891,1.342211,4.619442,1.994841,0.4785776,0.4819022
1.898899,1.88839,2.772099,3.21517,4.651903,1.487748,0.8519498,1.0
3.500992,1.773872,2.697166,3.04611,2.786803,1.272938,0.5929811,0.9533083
2.801514,1.62422,2.434921,2.743814,2.266249,0.8747655,0.7886266,0.9468167
0.04792976,1.700878,2.810123,3.256325,4.154125,1.772145,0.6133784,1.0
1.552542,1.737213,2.488201,2.893124,2.812765,1.61728,0.7745392,1.0
1.749578,0.7800388,1.146177,1.429365,5.883809,2.429221,0.2297597,0.6347245
1.433781,0.7195063,1.091445,1.358874,12.26553,5.316444,0.4378695,0.9113296
3.196272,1.256544,2.070589,2.275074,7.378418,3.65222,0.6791676,1.0
1.400661,0.7017212,1.067007,1.35821,4.959534,2.31677,0.5536247,0.3264489
1.716442,0.7351818,1.085245,1.358519,3.80522,1.718601,0.4368445,0.521527
1.17647,0.6342316,1.08017,1.310677,4.518055,1.827031,0.3285599,0.7226338
1.447182,0.7429695,1.139654,1.398642,6.70528,2.95345,0.5637074,0.5918223
2.056433,1.019464,1.459358,1.800359,5.569381,2.344048,0.6463835,1.0
2.30644,1.09524,1.78693,2.227568,1.841006,0.9880611,0.5017789,0.5955742
1.965277,0.9348927,1.379155,1.717881,5.811108,2.331246,0.5884199,1.0
1.035801,0.423912,0.7347565,0.8592129,3.847433,1.865431,0.4028605,0.1717664
1.797243,0.8736172,1.269258,1.567336,5.44388,2.184337,0.8144625,1.0
1.892145,0.884758,1.295067,1.627485,3.090695,1.406519,0.3064532,0.6528399
1.78017,0.8927441,1.264282,1.597212,4.383114,1.934608,0.9225366,0.9529677
1.095367,0.6794109,1.069937,1.294506,3.992145,1.746756,0.8438275,0.8605888
1.202993,0.5889854,0.8718929,1.064392,7.088902,3.443046,0.6160033,0.0951526
1.745829,0.844265,1.199451,1.512746,5.724728,2.854239,0.7026981,0.9301348
1.712566,0.8710709,1.260188,1.55085,5.343662,2.37066,0.7294641,0.9391227
1.355183,1.500984,2.381207,2.860186,2.917086,1.261722,0.6691719,1.0
3.662762,1.769485,2.687725,3.083204,4.859664,1.58981,0.832399,0.7286604
0.9884853,0.4578285,0.8520565,0.928812,3.100212,1.366687,0.7168505,0.9121759
4.871742,1.661615,2.334839,2.789766,4.358562,1.780903,0.87071,1.0
1.890285,0.8387489,1.260227,1.578613,4.36085,2.043773,0.2851927,0.5566416
1.785755,0.9197788,1.326021,1.65621,5.075312,2.247525,0.4252783,0.6326049
1.612015,0.8348503,1.267246,1.55644,3.875137,1.823855,0.4668733,0.6851326
1.382641,0.7658005,1.133605,1.413542,8.094387,4.016081,0.6454069,0.2942961
3.076765,1.642664,2.488651,2.994783,4.36725,1.800731,0.7733313,1.0
1.293375,0.5571842,0.8877354,1.137712,3.528745,1.676729,0.4999971,0.376063
1.772581,0.846571,1.301111,1.604504,4.600716,1.962603,0.4206005,0.427334
1.340445,0.79212,1.220537,1.551517,3.897873,1.802983,0.330496,0.165829
0.9654007,0.3290291,0.5501308,0.6800003,5.863974,2.729758,0.5320982,0.1029921
1.65258,1.523411,2.283712,2.710451,9.366744,1.901294,0.7985272,1.0
1.032379,1.655764,2.707008,3.116793,4.152332,1.691171,0.8225102,0.9481616
1.700779,1.702972,2.35442,2.761881,3.134316,1.397377,0.7886378,0.9134627
2.144375,1.167307,1.642565,2.002462,3.242584,1.510405,0.6734539,1.0
1.680805,0.8065376,1.17181,1.452929,6.484771,3.004882,0.9996919,0.5924119
2.040556,1.04566,1.468437,1.81657,4.353738,1.895601,0.8761646,1.0
0.6465092,0.3008804,0.1941471,-0.09197617,26.75528,11.85886,0.4067172,0.0
2.13427,1.62418,2.324911,2.64188,3.790069,1.755203,0.8333719,0.9279537
1.547701,0.8767471,1.286575,1.631104,5.439924,2.24874,0.8483217,0.5506451
2.202938,1.083513,1.518287,1.850324,4.749201,2.019444,0.7999935,1.0
1.735527,0.9168587,1.313705,1.662834,6.736439,3.097239,0.7487326,0.6127378
2.003201,1.552542,2.120972,2.429869,3.105911,1.496883,0.8150761,1.0
1.194374,1.922544,2.569054,2.944679,2.489051,1.19002,0.5093067,0.9746838
1.850166,1.872047,2.473469,2.870718,2.955752,1.550903,0.7215104,1.0
1.212614,0.6248188,0.9459915,1.150719,5.948842,3.045841,0.8736001,0.1395546
1.372192,0.6568375,0.9776211,1.264309,8.531587,4.069192,0.7283112,0.1427138
1.211689,0.4300728,0.6992931,0.7881622,4.342094,1.943329,0.8352971,0.5854068
2.427185,1.784227,2.564157,2.989223,3.224264,1.446731,0.540553,0.413831
4.545128,1.515247,2.10606,2.468254,4.188499,1.90814,0.7011412,0.7629899
2.625864,1.826582,2.41802,2.8284,5.956223,2.312899,0.7691618,1.0
2.408766,1.884167,2.544552,3.002739,3.756542,1.182232,0.8198738,1.0
2.598619,1.895664,2.566515,2.953081,7.823565,2.668434,0.6499912,1.0
1.175791,1.665485,2.703264,3.150263,4.385934,1.513447,0.4880886,0.5684453
1.259983,0.6569691,1.007084,1.271688,3.398211,1.558464,0.7513363,0.5603786
0.7544403,0.4404202,0.7957611,0.869606,2.520741,1.217834,0.8010914,0.2630825
0.9682884,0.3688507,0.5954475,0.7168369,2.453169,1.224751,0.8940921,0.7601741
1.834213,1.635416,2.274559,2.646332,2.676131,1.245446,0.7915924,1.0
1.907925,1.640112,2.430059,2.89012,2.451046,1.075946,0.7283129,0.8394334
0.568819,0.7453346,1.153006,1.358299,3.8402,1.757377,0.7203425,0.8451593
1.902441,0.8144665,1.202223,1.493738,5.408618,2.314126,0.6311689,1.0
1.326996,1.572781,2.35067,2.755684,2.369461,1.062811,0.9005688,1.0
1.959633,1.172709,1.626471,1.964686,6.67814,2.749511,0.7789873,1.0
1.454325,0.7683239,1.190126,1.455324,3.517336,1.607243,0.4737926,0.6883792
1.808632,0.9502792,1.367989,1.701168,4.509656,1.962196,0.8513132,1.0
3.001427,1.444044,1.998875,2.305454,4.073293,1.7453,0.844279,1.0
1.260658,0.617775,0.9243908,1.140148,3.899214,1.712313,0.5929306,0.9907566
1.164511,0.8174343,1.241138,1.480844,5.653503,2.627012,0.5139182,0.0
2.576288,1.845308,2.534966,3.072981,2.710014,1.365373,0.6500309,0.8857348
1.589911,1.454929,2.516163,3.045216,3.460886,2.090451,0.8814941,1.0
1.848925,1.747879,2.422337,2.820829,2.964204,1.26069,0.6717277,1.0
1.701485,1.153643,1.61553,1.914202,4.240934,1.872952,0.813081,0.9182787
1.840075,1.559914,2.149229,2.500427,6.449431,2.611303,0.6032098,1.0
4.531702,1.785055,2.730707,3.229969,3.511657,1.459532,0.9568991,1.0
3.608892,1.709269,2.40107,2.89274,3.929429,1.727129,0.6582426,1.0
2.068396,1.281996,1.715742,2.078976,3.536067,1.566821,0.8051805,0.9952414
