ug,gr,gi,gz,petroRad_i,petroR50_i,deVAB_i,fracDev_i
1.828266,0.8556824,1.27853,1.597153,7.930895,2.690564,0.5295163,1.0
1.248198,0.6653538,1.085865,1.321848,4.239214,2.189599,0.6663528,0.0
3.202753,1.504681,2.080126,2.389227,2.97426,1.286421,0.8700315,1.0
2.358192,1.52796,2.065346,2.402637,5.28765,2.242832,0.6267982,1.0
2.014204,1.426716,1.917997,2.225536,5.745524,2.519991,0.699976,1.0
2.06974,1.066647,1.502546,1.833912,3.289649,1.501785,0.8392891,1.0
2.296282,1.082357,1.546921,1.863865,2.480781,1.184373,0.5219681,1.0
2.130724,0.9803066,1.811377,2.119053,3.785634,1.833223,0.7463183,1.0
2.994675,1.525625,2.425217,2.857567,2.253249,1.11691,0.8320255,1.0
3.287779,1.56588,2.155809,2.494387,3.172728,1.499276,0.7205673,0.4642465
1.430849,1.747681,2.383041,2.731316,4.123116,1.833308,0.8004927,1.0
3.508457,1.58584,2.470648,2.771238,4.206385,2.108339,0.6071106,0.6356549
1.871664,0.9601231,1.383459,1.745642,2.66853,1.205727,0.3418362,0.96469
1.538742,0.848278,1.272966,1.568701,5.36404,2.338866,0.3233831,0.5604728
1.307034,0.714447,1.095312,1.335078,5.74552,2.374155,0.7353578,1.0
2.121647,1.718447,2.386917,2.80023,3.782076,1.601941,0.6307519,1.0
2.010441,1.791622,2.757416,3.263485,6.988064,3.20365,0.7058727,1.0
2.039793,1.710554,2.665249,3.142887,4.469692,1.793173,0.6887317,1.0
3.208866,1.939768,2.581522,2.956993,4.693706,1.989983,0.9015393,1.0
1.761412,0.7777119,1.141449,1.396872,4.117213,1.867502,0.8593139,0.7772403
1.728603,0.9235973,1.329432,1.676769,3.623848,1.607559,0.7065876,1.0
1.742876,1.717985,2.385733,2.719379,3.444646,1.417862,0.9049818,0.8597805
0.8292389,1.267319,1.990911,2.187988,2.983759,1.518849,0.7500008,0.4097221
2.088705,1.838919,2.39794,2.654726,2.916964,1.240727,0.5982848,1.0
1.531778,1.608999,2.222382,2.542603,4.078863,1.739719,0.722326,1.0
1.080206,1.516001,2.294567,2.779108,3.216707,1.39235,0.9829789,0.3675391
0.8285408,1.075304,1.985977,2.542715,2.953019,1.094406,0.6629961,1.0
1.462175,0.7911415,1.272219,1.584112,4.22287,1.939128,0.2485306,0.0
2.00762,1.050735,1.492105,1.843984,6.161104,2.665129,0.8075364,1.0
2.425671,1.509148,2.085951,2.407263,2.75062,1.370148,0.7101822,0.4841821
4.972502,1.47497,2.293703,2.714441,3.176706,1.293205,0.9671942,1.0
0.3935604,1.534903,2.347307,2.81908,5.73654,2.4132,0.7102987,1.0
3.881567,1.695839,2.284302,2.595457,5.262229,2.003966,0.711768,1.0
1.838631,0.9846706,1.396906,1.699879,3.898614,1.748928,0.7364333,0.9726317
2.031727,1.075607,1.534632,1.895565,4.909899,2.10756,0.5748829,1.0
2.058552,1.065083,1.539511,1.912445,3.943998,1.686711,0.4990471,1.0
1.904392,0.8866024,1.292606,1.590336,5.138683,2.003949,0.6599135,1.0
1.231237,0.611763,0.9780006,1.120684,4.613616,2.22099,0.7908303,0.1107187
2.960678,1.903118,2.680187,3.027073,3.158122,1.725083,0.7663026,1.0
2.098904,1.707376,2.246845,2.665157,3.094449,1.284811,0.6711096,0.9573267
2.519609,1.678732,2.276518,2.608294,3.924984,1.817264,0.7133291,0.9913122
3.129845,1.683937,2.340412,2.638058,2.738127,1.269248,0.7827558,0.9675282
1.633074,1.632027,2.221426,2.516848,2.846407,1.223486,0.4880851,1.0
2.071802,1.412243,1.922455,2.249657,8.068602,3.040253,0.7768868,1.0
1.907156,0.8948574,1.263206,1.58185,4.294774,1.845837,0.9229419,1.0
1.148111,0.3384647,0.6098747,0.6091537,7.455871,3.543874,0.8933911,0.0
4.194647,1.597712,2.360184,2.8043,2.187143,1.026482,0.7182148,0.9533525
1.064535,0.309145,0.5473995,0.577219,7.61073,3.506303,0.4627874,0.0441693
1.543837,1.441401,2.247841,2.562965,2.59452,1.222965,0.7826513,0.5560935
1.779577,0.8056107,1.19236,1.457041,4.208716,1.775982,0.7070816,1.0
1.877794,0.878643,1.279822,1.570276,4.007208,1.849697,0.7169591,1.0
1.818659,0.8169727,1.211624,1.490202,3.557324,1.713832,0.5016816,1.0
1.825102,0.892231,1.309706,1.621975,4.768528,1.927335,0.476992,1.0
1.895645,0.9302273,1.372511,1.703161,3.971606,1.688875,0.6719575,1.0
1.995813,0.9380646,1.373308,1.704302,6.601852,2.785933,0.7973682,1.0
2.159214,1.003109,1.427933,1.734749,3.043847,1.370046,0.7294168,0.9753589
2.039738,0.926754,1.358016,1.673028,3.955739,1.739688,0.5596861,0.9629301
1.631813,0.8711071,1.309713,1.60566,5.633868,2.479184,0.4977083,0.6477674
3.650515,1.90769,2.868509,3.09407,5.812854,2.371346,0.6922794,1.0
1.984503,0.9247332,1.367496,1.699876,6.748185,2.944628,0.4387624,0.7470199
0.8934631,0.4183369,0.8027992,0.933218,4.41823,1.661199,0.8739535,1.0
1.964064,0.8947659,1.305431,1.606943,3.633641,1.427715,0.7414182,1.0
2.379946,1.308084,1.869934,2.259853,3.706695,1.601559,0.3280783,0.732076
1.909668,1.38269,1.888588,2.205812,3.582218,1.622914,0.457676,0.6638451
1.612946,1.050648,1.491165,1.806589,3.920907,1.742486,0.850579,0.9058658
1.61393,1.076092,1.800173,2.24795,2.654863,1.23994,0.8035236,0.3329451
4.395414,1.662127,2.442698,2.812073,2.646036,1.184516,0.4967563,0.8175425
1.892149,0.9171085,1.322665,1.628001,6.204711,2.654473,0.8683099,1.0
1.897202,0.9607773,1.361893,1.665359,4.615795,1.829104,0.8782597,1.0
1.82802,0.9040375,1.298416,1.569025,3.437281,1.526988,0.3659249,0.6780704
1.226156,0.5602036,0.8643951,1.020941,11.36223,4.964525,0.3481019,0.0
1.72706,0.7956228,1.169537,1.454217,5.67175,2.335525,0.7042268,1.0
1.922548,0.89818,1.289059,1.54784,2.569905,1.178632,0.6767341,0.9635775
1.969788,1.126181,1.624853,1.991158,4.453629,1.638722,0.386889,1.0
1.034536,0.4333401,0.7313786,0.8826675,2.781008,1.331067,0.4305257,0.1138846
1.287603,0.8617363,1.293411,1.532,5.264024,2.440091,0.4428757,0.2100613
1.496948,0.8395672,1.234859,1.345901,6.178968,2.952386,0.9900491,0.1115805
1.667431,1.466309,1.964537,2.304682,5.255283,2.220883,0.7679765,1.0
1.682371,0.7674198,1.118499,1.38155,19.29784,7.356671,0.8256864,1.0
1.38105,0.6561298,0.9991474,1.237614,6.922225,3.459688,0.6756603,0.5050183
3.015627,1.757837,2.423677,2.754692,4.231581,1.706646,0.6769751,1.0
1.841486,0.9052048,1.295626,1.594505,5.603969,2.369531,0.6212711,1.0
1.944826,0.9305687,1.327678,1.628394,6.23725,2.479353,0.9536268,1.0
2.353336,1.780132,2.441902,2.797907,3.012165,1.479883,0.4776189,0.8120422
0.8515854,1.04129,1.830166,2.284445,3.233885,1.610305,0.7651436,0.0
1.881294,1.445404,1.965334,2.277306,4.540308,2.172254,0.756553,1.0
1.60689,0.7899389,1.169792,1.478596,8.486666,3.78278,0.4383539,0.662071
1.642393,1.039782,1.496496,1.823859,6.161523,2.732448,0.6652936,0.9987311
2.066227,1.146477,1.595732,1.941792,2.224825,1.031957,0.6582335,0.9746577
2.193256,1.362318,1.872374,2.227148,4.036353,1.756592,0.8833094,1.0
2.079937,1.054516,1.52364,1.8104,5.479365,2.606946,0.6024604,1.0
1.893324,1.051937,1.524635,1.829023,2.924636,1.42863,0.5867415,0.916265
1.289795,0.5369568,0.8285713,0.870472,10.63772,4.885881,0.3003466,0.0
1.8148,0.7819939,1.139929,1.39975,2.451038,1.161346,0.6392406,0.7477403
1.575796,1.608288,2.106422,2.482054,4.535092,1.641512,0.8086872,1.0
3.567331,1.601187,2.378149,2.69071,4.805156,1.623873,0.6045152,1.0
1.777353,0.8388519,1.191259,1.476326,3.363942,1.414137,0.7906476,1.0
1.348667,0.7638721,1.19536,1.421444,3.575095,1.645073,0.3593687,0.330443
1.869673,0.805191,1.35647,1.568331,6.322556,1.761425,0.4378848,1.0
1.214098,0.7828369,1.216288,1.488552,3.945275,1.752208,0.7049038,0.9796906
1.357151,1.625383,2.46454,2.942677,5.780571,2.119496,0.7282612,1.0
1.805365,1.316517,1.832874,2.101601,4.243474,1.949121,0.8584426,0.9199093
1.620907,0.9618168,1.387568,1.681887,2.874806,1.33918,0.2806311,0.581496
1.885494,1.039089,1.459454,1.771786,2.978723,1.369035,0.7396849,1.0
1.561626,1.661741,2.424065,2.993357,2.496028,1.055524,0.9088578,0.881281
1.007906,0.6255455,0.9620323,1.121832,5.494389,2.765423,0.9174566,0.1997599
4.839319,1.758314,2.70236,3.078482,2.743342,1.250381,0.5335119,1.0
4.234686,1.779566,2.428909,2.807543,3.604765,1.774238,0.5193005,0.9562653
4.116474,2.021412,2.729515,3.10536,3.650698,1.705295,0.7390121,1.0
2.05777,1.390356,1.903969,2.241058,3.648411,1.672657,0.7552813,1.0
1.864662,0.9403095,1.402903,1.746019,3.446394,1.493965,0.3043353,1.0
1.224798,0.8323593,1.233742,1.486814,7.791852,2.509798,0.5749665,1.0
2.776604,1.615324,2.22669,2.582314,4.547369,1.937935,0.8385592,1.0
3.003487,1.469696,2.491577,2.818285,3.3702,1.512636,0.8130313,1.0
2.067448,1.119947,1.590193,1.940096,4.704581,1.995232,0.6456414,0.9504929
4.755056,1.761902,2.330626,2.694469,3.054806,1.36366,0.8489971,1.0
1.98579,1.481899,1.986877,2.283415,3.683926,1.565076,0.8583919,1.0
1.770899,1.758907,2.384121,2.845228,3.534061,1.380498,0.5708133,1.0
3.280605,1.598362,2.523296,2.765268,2.78333,1.474365,0.5894761,1.0
1.922901,1.133722,1.570478,1.892494,3.425533,1.479503,0.7507544,1.0
2.341177,1.289995,1.781799,2.104612,5.716839,2.447317,0.8890231,1.0
1.495583,0.7013779,1.078482,1.291945,6.36347,2.955879,0.4275786,0.1533663
1.375267,1.037071,1.825523,2.23522,2.281186,0.9398693,0.7279313,1.0
1.896509,1.307606,1.793098,2.152319,3.385054,1.500626,0.7230266,1.0
1.080542,0.4519653,0.751627,0.9077721,5.201735,2.455204,0.6793576,0.2089356
1.417179,0.6480389,1.0382,1.292521,3.975213,1.758321,0.4280305,0.6453695
1.267048,0.5035248,0.7903404,1.000704,5.40646,2.553552,0.6780112,0.0
4.233185,1.593016,2.401695,2.823082,1.95106,0.9405965,0.8899249,0.8946291
1.654902,0.7813768,1.162045,1.439425,9.347252,4.32121,0.7086037,0.6063772
1.717186,1.368135,1.866737,2.205769,3.973426,1.682437,0.2568237,0.8467642
1.339277,0.6675434,1.010249,1.295071,12.10035,5.271667,0.823351,0.3123216
1.555826,0.8669357,1.355425,1.681772,3.278285,1.571783,0.4303038,0.2790871
1.499992,0.8825054,1.274952,1.596884,5.132717,2.223785,0.5786179,0.8377573
2.043476,1.064072,1.543869,1.865091,4.871954,2.30869,0.4901856,0.4382635
1.35878,0.7807732,1.198339,1.452745,3.954129,1.759869,0.5475246,0.9890768
2.156567,1.126268,1.572866,1.910574,8.20895,3.276451,0.9364846,1.0
2.036602,1.068308,1.521048,1.833439,2.671923,1.24312,0.8378243,1.0
1.218821,0.6790752,1.090847,1.336405,3.056712,1.397451,0.8109323,0.4844765
1.021029,0.3683662,0.5389681,0.6703434,17.8866,7.408289,0.2441034,0.01598607
0.8979244,0.3755627,0.6938419,0.7779922,4.127269,1.877566,0.8725532,0.3304015
0.8416157,0.4373436,0.8383369,0.878458,2.57899,1.239514,0.4325185,0.1771715
2.357847,1.609888,2.220718,2.671421,3.69457,1.709301,0.6936959,0.9586087
2.148813,1.681473,2.517618,2.930914,2.420907,1.395545,0.6580957,0.7004012
3.624207,1.64278,2.581104,2.979816,3.832526,1.172623,0.5720145,1.0
1.941065,0.9309464,1.310186,1.600109,4.584836,1.881289,0.7274998,1.0
1.363596,0.8660755,1.258514,1.552532,5.828471,2.835642,0.7593852,0.2245498
1.533949,0.8902988,1.31856,1.649647,8.941052,4.070935,0.5203999,0.1733343
1.067087,1.675575,2.232765,2.499617,4.737166,2.060428,0.7562853,1.0
1.483425,0.8317089,1.298374,1.628408,6.481412,2.800161,0.2372997,0.4166571
2.158043,1.450171,2.480001,2.848398,4.411912,1.433212,0.6834095,1.0
1.850698,0.9584713,1.366375,1.698441,3.77404,1.613223,0.8152081,0.7950649
1.89518,0.9778042,1.393969,1.739675,5.159798,2.155045,0.7191076,1.0
0.6621876,2.320076,2.892893,2.943005,4.800527,2.391773,0.4133368,0.1972205
2.300133,1.022346,1.432518,1.764307,2.581432,1.201005,0.579756,1.0
1.877264,1.780035,2.365294,2.680025,5.324746,1.857435,0.9200945,1.0
1.96834,0.8878498,1.277884,1.591694,3.23766,1.532648,0.520454,0.8871694
1.92063,0.9723778,1.377222,1.712013,3.6479,1.677922,0.9740697,0.8643064
1.296295,0.7874279,1.223795,1.51955,5.188352,2.422785,0.3874636,0.1277996
2.032507,1.162052,1.675776,2.102849,5.577027,2.094809,0.2922386,1.0
1.813099,1.020433,1.451059,1.79635,4.868556,1.944496,0.9997043,1.0
2.112783,1.082932,1.560125,1.980773,4.854403,2.157633,0.5332294,0.8654501
1.614988,0.8905678,1.30517,1.619357,7.906599,3.282594,0.4374943,0.8709483
2.26264,1.088441,1.554095,1.957482,7.721209,3.279806,0.3693345,0.9323788
1.811127,1.014826,1.438988,1.831451,3.125864,1.36969,0.7727371,1.0
2.129652,1.060736,1.50096,1.853917,9.531507,4.095168,0.7679049,0.9336975
1.71912,1.000517,1.437132,1.769371,3.105608,1.365775,0.5388998,1.0
0.9858818,0.5218296,0.8811436,1.034882,4.492372,2.065859,0.3022614,0.0
1.315628,0.5168953,0.8012848,0.8917637,7.661459,3.304468,0.300009,0.0
1.428226,0.8560562,1.27424,1.595333,2.662898,1.229645,0.5605368,0.5046149
2.317707,1.860567,2.645605,2.980204,2.165675,1.047583,0.8763381,0.4833556
1.966272,0.9810047,1.402735,1.732595,4.574667,2.013962,0.3628818,1.0
1.712101,0.8740044,1.346115,1.640987,3.965037,1.783973,0.2598066,0.5166107
1.215528,2.029999,2.8081,3.322744,10.42287,4.564007,0.6510087,1.0
1.764811,1.022354,1.478809,1.798571,4.767751,1.868953,0.7728074,1.0
3.227938,1.82325,2.782906,3.117189,2.286863,1.095211,0.919477,0.1660353
1.345528,0.6867142,1.114901,1.417498,6.095381,2.682394,0.2733755,0.2470931
4.005159,1.762743,2.486923,2.958448,4.71811,1.691639,0.5477553,0.5532097
1.470943,0.7389908,1.126806,1.363283,4.828848,2.372939,0.5198792,0.0
1.792238,0.8022766,1.171564,1.441936,2.426764,1.067257,0.3091871,0.9790706
1.789637,0.9723797,1.366899,1.687927,2.679278,1.262751,0.8278101,1.0
1.276028,0.6749725,1.021679,1.248407,7.301893,3.30445,0.7380694,0.2510911
1.001205,1.737986,2.505199,2.862368,2.703298,1.195554,0.8808688,0.9898394
1.478102,0.6763382,1.009703,1.251606,7.517373,3.363461,0.5424201,0.3190647
1.604788,0.9017696,1.26429,1.539744,8.125783,3.639821,0.6650319,1.0
0.1891212,1.952358,2.821785,3.333191,3.098566,1.189058,0.6264293,0.8450326
1.371784,0.03488159,0.138483,0.2481899,1.27302,0.6436967,0.6537292,1.0
1.348942,0.7001228,1.092295,1.435143,8.384392,3.402348,0.200246,0.07417861
2.583574,1.461258,2.041639,2.340086,3.020653,1.366983,0.6740195,0.9732943
3.394392,1.836327,2.446379,2.703548,2.867372,1.16572,0.8542004,1.0
1.818323,1.358015,2.100218,2.7288,2.598596,1.080845,0.8499705,0.7266451
1.590654,0.7368755,1.097698,1.336269,4.475327,1.991464,0.5739119,0.7543181
0.8027611,0.239666,0.4786377,0.5787849,4.735262,2.272061,0.6499228,0.1867383
2.484411,1.787096,2.619057,2.975204,2.830942,1.201822,0.6202295,1.0
2.372423,1.548574,2.066719,2.333298,7.197158,2.853254,0.799994,1.0
0.9344215,0.3918839,0.6667404,0.7838879,4.390616,2.19572,0.8999656,0.1294559
1.782068,1.058687,1.424768,1.646788,1.968075,0.9499485,0.8818567,1.0
2.049999,0.9397259,1.329897,1.602028,4.042452,1.734536,0.9999667,1.0
2.228727,1.013,1.432951,1.751722,6.445774,2.976699,0.3611057,0.4657786
1.720596,0.8338642,1.22813,1.552961,5.755942,2.414585,0.3753217,0.9893258
2.811899,1.516155,2.032461,2.390383,5.039038,2.191573,0.7753664,1.0
2.434412,1.869757,2.450359,2.762629,2.949048,1.425944,0.6982898,1.0
2.15543,0.7835922,1.358553,1.857241,1.638506,0.8136399,0.05,1.0
1.164089,0.5854092,0.898241,1.093349,4.707041,2.169074,0.5561749,0.5524699
1.822224,0.7975082,1.162138,1.422469,3.669136,1.675182,0.7225878,1.0
1.903978,1.006496,1.407389,1.717109,6.667229,2.945986,0.5857323,0.9991753
1.002804,0.3815002,0.6709423,0.849905,2.816056,1.337236,0.5082112,0.2774769
1.849785,0.8624525,1.249516,1.539209,8.837889,3.655296,0.947338,1.0
1.929596,0.8729658,1.256956,1.512717,11.92048,4.4725,0.9249069,1.0
1.643187,0.8421059,1.262156,1.533369,3.609141,1.566227,0.7094719,0.9677718
1.099056,0.5584221,0.9025249,1.057833,5.02373,2.509997,0.5082985,0.006950811
1.867067,0.8036919,1.121584,1.30822,1.601298,0.780683,0.09991006,0.6273284
1.792404,0.9818726,1.383646,1.71306,4.805605,2.173381,0.766158,0.7470146
2.503328,1.583115,2.253206,2.455763,6.156029,2.546069,0.6904711,1.0
2.072203,0.949419,1.358873,1.706242,3.580593,1.575843,0.7315932,1.0
1.769756,0.8080177,1.166779,1.428326,5.255212,2.251006,0.7562949,0.9507048
1.252361,0.7462196,1.164444,1.398434,3.593858,1.611887,0.9998798,0.861268
1.590454,0.9371052,1.322077,1.534143,4.435371,1.874787,0.902984,1.0
1.947697,1.114311,1.549204,1.862837,3.341739,1.528126,0.9973459,1.0
1.096315,0.4532356,0.7552338,0.8440132,4.914012,2.36253,0.7281888,0.0
1.543133,0.8954487,1.262337,1.579569,2.26813,1.054029,0.6706984,0.9745034
1.851519,0.9253473,1.343051,1.646514,8.053088,2.934985,0.640889,1.0
1.91711,0.9249153,1.312056,1.608371,3.887664,1.780262,0.6599039,0.9434376
1.705616,0.8943462,1.278896,1.534485,3.711877,1.656679,0.7455391,1.0
1.3407,0.5801315,0.930851,1.16102,5.278247,2.253978,0.5100583,0.3136092
4.333906,1.867886,2.510643,2.996124,6.794797,2.847715,0.5854383,1.0
3.095318,1.909706,2.5639,2.862936,4.455535,1.6886,0.6178854,1.0
0.5964718,1.989895,2.593309,2.885,8.975344,1.639662,0.7855798,1.0
1.468311,0.6999912,1.028602,1.275833,3.825136,1.770845,0.9998379,0.9178156
1.949383,0.9429321,1.396921,1.779015,3.48561,1.50042,0.2859904,0.8320134
1.472145,0.9372807,1.272018,1.570326,4.055851,1.797918,0.933367,0.8592726
1.640125,0.9252396,1.360573,1.637842,5.867278,2.672645,0.7064024,0.7480642
1.929424,0.9509048,1.347336,1.645498,1.984564,0.9417104,0.4405102,1.0
1.73472,0.8702488,1.253403,1.565573,2.967855,1.289676,0.4524491,0.8815517
2.076075,1.035679,1.46883,1.817245,2.624669,1.169945,0.3893647,0.8712643
1.805077,1.004768,1.427242,1.758718,5.309689,2.195477,0.5026284,1.0
1.965235,0.9454336,1.332323,1.682031,8.339982,3.339628,0.7507322,1.0
1.82765,1.005074,1.448633,1.753513,2.983496,1.3305,0.4313851,1.0
0.5246201,1.021036,1.504995,1.713198,3.65045,1.482531,0.97928,1.0
1.891972,0.8146572,1.187941,1.473431,5.728369,2.492953,0.4219481,0.7598865
1.540783,0.6628933,0.9654636,1.212692,5.982792,2.601935,0.2614324,0.389744
1.769285,0.7584991,1.137461,1.394001,4.45228,2.017523,0.7200894,0.8218421
1.72996,0.7792206,1.132534,1.392774,8.559215,3.422524,0.7803258,1.0
1.956823,0.8718424,1.310522,1.658226,6.159431,2.872297,0.4180756,0.7394185
1.123388,0.535265,0.8393669,1.011387,2.648364,1.254346,0.7499322,0.7101829
1.19405,0.5472088,0.8706074,1.023436,6.561802,3.194043,0.6742974,0.0
1.92856,1.043169,1.477034,1.785788,6.109475,2.479049,0.6987422,1.0
2.743586,1.997425,2.717428,3.154768,7.836424,2.040638,0.6042587,1.0
2.27655,1.655903,2.472746,2.999296,3.689485,1.424498,0.6772256,0.8983238
1.260221,0.9380913,1.378637,1.695488,5.502006,2.407863,0.6840976,0.6794814
1.543909,1.598158,2.370464,2.718218,3.659652,1.59991,0.5765398,0.833849
1.30163,0.7633457,1.170299,1.460237,6.662183,3.374509,0.5669701,0.4793066
2.169153,1.092709,1.540903,1.864456,3.719269,1.680964,0.7574371,0.9457798
1.235641,0.7199459,1.124523,1.373562,5.653605,2.371349,0.5150263,1.0
1.94685,1.054625,1.491562,1.81468,6.114829,2.397458,0.9869632,1.0
1.248728,0.6738815,1.057728,1.283688,2.931544,1.426138,0.6764677,0.1117014
1.745184,0.8178539,1.207457,1.493578,5.91939,2.35851,0.565751,0.8907437
1.977942,1.065493,1.498627,1.803591,2.800272,1.283517,0.6489202,1.0
1.397562,0.9080257,1.306112,1.539454,6.896826,3.069998,0.9135426,0.7100149
2.033545,1.201748,1.676199,1.962076,4.844778,2.158448,0.9164559,1.0
1.679773,1.176491,1.634939,1.999939,3.932541,1.773356,0.6527204,0.5742846
1.159304,0.4297562,0.6289043,0.8639584,9.324533,3.95419,0.2675152,0.0
1.913141,1.235939,1.723207,2.055534,5.331581,2.136865,0.7400476,1.0
3.111412,1.472525,2.264132,2.606531,3.299101,1.459653,0.7925858,0.7821405
1.676455,0.9275284,1.448278,1.817524,4.832313,2.2525,0.3193469,0.3321812
4.961384,1.720854,2.320156,2.723028,2.429528,1.113215,0.9086926,0.8994167
4.106577,1.801004,2.470995,2.900309,3.087389,1.288274,0.6618889,1.0
1.369127,0.6490889,0.972291,1.199176,8.958581,3.697579,0.6580525,0.9942285
1.466131,0.7217121,1.109446,1.357286,3.122966,1.466955,0.7749928,0.5550401
2.177242,1.675247,2.366245,2.711332,3.756738,1.692282,0.6904283,0.9544261
1.299692,1.695953,2.370447,2.786581,3.454964,1.490128,0.9294273,1.0
1.280287,1.553497,2.344526,2.657301,4.713604,1.524629,0.9996927,1.0
3.299093,1.73875,2.47076,2.923914,3.87222,1.641162,0.9578161,1.0
1.938923,1.682764,2.263826,2.661011,4.767071,1.964867,0.9996814,1.0
1.685301,1.707911,2.364145,2.756603,5.491188,1.915696,0.8429356,1.0
1.546177,1.603828,2.402737,2.933151,2.282307,1.075649,0.3966964,0.6832523
1.077646,0.4064293,0.6447334,0.7522326,7.843708,4.094199,0.7642571,0.01116245
1.732681,0.8082476,1.163814,1.447931,8.478817,3.793471,0.4919848,1.0
1.981392,1.132345,1.561651,1.916529,3.516146,1.513003,0.9930088,1.0
1.202049,0.6093845,0.9512539,1.138062,5.365531,2.510761,0.7440236,0.2443076
2.463812,1.812208,2.468559,2.843039,2.510943,1.104006,0.5586841,1.0
2.331123,1.819658,2.409739,2.860376,3.915772,1.350034,0.7366475,0.9937877
0.8013821,1.747389,2.457409,2.880123,2.755249,1.578539,0.3817053,0.5306585
1.961355,1.08791,1.589848,1.894415,5.824337,2.563221,0.7512213,1.0
1.852814,1.053131,1.488707,1.801456,3.230253,1.483104,0.651214,1.0
0.7890759,0.6033821,0.9480057,1.111105,2.653978,1.29272,0.9944532,0.1543176
1.259935,0.5987778,0.9311657,1.129827,8.375195,3.861919,0.8142114,0.1446618
1.555298,0.8253613,1.271063,1.579187,4.919683,2.19775,0.299998,0.3888121
1.544827,0.6942501,1.027025,1.304165,2.384174,1.173412,0.4619019,0.5689676
1.157385,0.457325,0.7541389,0.9365883,5.992092,2.900921,0.8527342,0.03813694
1.826244,0.8105774,1.182167,1.48363,9.510888,3.820403,0.9362687,1.0
2.094622,1.090754,1.50658,1.839212,2.10676,1.029848,0.9958171,0.0
2.005907,1.136343,1.607506,1.939823,4.892482,2.054705,0.8285779,1.0
1.870964,0.824131,1.197169,1.500015,4.814281,2.192992,0.7572425,0.88361
1.861937,0.8169403,1.189928,1.483963,4.361786,1.91626,0.2999149,0.7060422
1.683565,0.8067036,1.212708,1.506743,5.832882,2.695765,0.749277,1.0
1.843651,0.8153248,1.188726,1.486921,4.048756,1.796428,0.2413015,0.4732648
4.026705,1.55809,2.334042,2.733826,3.025603,1.347076,0.5708938,0.9273416
1.407782,0.650053,0.9879093,1.216696,4.350475,1.979527,0.8628348,0.7883721
2.008905,1.479189,2.061413,2.516613,3.879352,1.666884,0.5603119,0.8433555
1.919422,1.423504,1.958321,2.355267,2.762093,1.272597,0.9817446,0.8744105
1.190155,1.568615,2.362829,2.866287,2.563736,1.402923,0.6566931,1.0
0.6980972,0.2906208,0.3904896,0.5087776,2.808111,1.317564,0.9973053,1.0
1.396088,0.7883282,1.245672,1.514074,4.292408,2.068591,0.6844774,0.6407452
1.883844,0.8941841,1.268009,1.566967,4.558749,1.93418,0.6949687,1.0
1.608204,0.9647293,1.399651,1.648664,3.709377,1.801282,0.7200977,0.9602753
1.627071,0.9900284,1.540062,1.880281,4.105485,2.02706,0.5870876,0.2744569
1.340517,0.6794796,1.056938,1.335932,5.657348,2.617629,0.3491702,0.0
1.091888,0.7791443,1.559649,1.782681,3.252223,1.61858,0.8264477,0.5218456
1.381323,0.6864052,1.070238,1.324026,6.109944,2.882026,0.5684048,0.3676602
0.9545012,0.4476299,0.6777163,0.8646097,4.482601,1.924312,0.9060966,0.8368456
1.418516,0.7999916,1.216325,1.532936,5.59887,2.541082,0.958978,0.7719604
1.883455,1.001465,1.402761,1.755602,5.276592,2.380328,0.7347282,0.9005789
2.150427,1.302019,1.740858,2.030218,4.990402,2.187607,0.8782737,0.9188221
1.80939,0.8163776,1.215783,1.506772,18.11647,8.299222,0.5888465,0.3692087
2.103849,1.506666,2.029081,2.306227,3.402345,1.526115,0.3609308,0.7049417
0.9894371,1.685503,2.603695,3.268377,5.136588,2.117444,0.5603703,1.0
1.927389,0.8624668,1.269218,1.567427,2.789623,1.293268,0.7740381,1.0
1.409262,0.7150078,1.129707,1.379145,4.604719,2.00501,0.8348274,0.807809
1.039442,0.5140476,1.042273,1.462225,1.97757,1.019703,0.1052997,0.0
1.498245,1.103802,1.62039,1.968655,5.073818,2.496127,0.4193176,0.26915
2.237886,1.216431,1.701885,2.040314,5.289208,2.285809,0.8077378,1.0
3.127979,0.8216019,1.273457,1.677906,1.644367,0.8397688,0.1418506,0.9874122
1.74942,0.9804993,1.417288,1.757149,5.820741,2.518218,0.7918606,0.910715
1.225416,0.5048351,0.7954807,0.9418812,5.924954,2.825863,0.8541853,0.0
1.823702,1.08494,1.520227,1.861992,3.998558,1.846916,0.5939137,0.9612487
1.521641,0.7191105,1.083582,1.331729,6.544155,3.179281,0.763241,0.2649882
0.6284847,0.1510487,0.4035263,0.3763599,2.742032,1.286569,0.414327,0.5110539
2.079044,1.213762,1.759367,2.174507,4.541565,1.904157,0.2306846,0.8877571
0.9831314,0.6242313,0.9364204,1.135448,6.320855,3.303463,0.9997567,0.0
1.871101,1.066673,1.525623,1.86734,4.244844,1.970042,0.7458816,0.8831393
1.992208,0.9243784,1.330336,1.648533,4.447231,1.990697,0.6514575,1.0
0.7897644,1.679193,2.355227,2.800993,2.822725,1.580556,0.3700782,0.0
1.744038,1.315966,2.148506,2.631662,3.92593,1.700724,0.5293679,0.4788602
1.508865,0.8380985,1.234369,1.519342,7.3496,3.128551,0.8341947,0.727162
1.129663,1.590672,2.414946,2.660378,4.266627,1.768759,0.8183879,1.0
